0.1191 	0.0347 	0.0236 	0.0334 	0.0275 	0.1585 	0.0258 	0.0613 	0.0400 	0.0314 	0.1156 	0.0244 	0.0316 	0.0349 	0.0248 	0.1068 	0.0340 	0.0420 	0.0074 	0.0232 
0.1073 	0.0226 	0.0115 	0.0408 	0.0324 	0.1163 	0.0200 	0.0303 	0.0385 	0.0274 	0.1409 	0.0290 	0.0313 	0.0456 	0.0349 	0.1356 	0.0356 	0.0432 	0.0160 	0.0408 
0.1157 	0.0346 	0.0202 	0.0296 	0.0312 	0.1387 	0.0273 	0.0483 	0.0359 	0.0273 	0.1168 	0.0227 	0.0302 	0.0337 	0.0299 	0.1290 	0.0309 	0.0400 	0.0176 	0.0406 
0.1601 	0.0587 	0.0381 	0.0381 	0.0246 	0.1525 	0.0399 	0.0581 	0.0305 	0.0240 	0.0956 	0.0317 	0.0188 	0.0252 	0.0199 	0.0921 	0.0293 	0.0375 	0.0018 	0.0235 
0.1515 	0.0540 	0.0359 	0.0257 	0.0359 	0.1497 	0.0377 	0.0486 	0.0312 	0.0319 	0.0837 	0.0228 	0.0221 	0.0178 	0.0210 	0.1153 	0.0370 	0.0428 	0.0091 	0.0265 
0.1550 	0.0566 	0.0397 	0.0319 	0.0269 	0.1560 	0.0413 	0.0606 	0.0313 	0.0225 	0.0941 	0.0253 	0.0247 	0.0219 	0.0222 	0.0950 	0.0316 	0.0309 	0.0091 	0.0234 
0.1160 	0.0286 	0.0195 	0.0308 	0.0371 	0.1125 	0.0267 	0.0311 	0.0314 	0.0233 	0.1151 	0.0204 	0.0255 	0.0305 	0.0384 	0.1566 	0.0399 	0.0365 	0.0223 	0.0578 
0.1358 	0.0401 	0.0201 	0.0374 	0.0374 	0.1313 	0.0310 	0.0356 	0.0365 	0.0283 	0.1103 	0.0283 	0.0346 	0.0246 	0.0228 	0.1231 	0.0365 	0.0401 	0.0119 	0.0346 
0.1437 	0.0521 	0.0300 	0.0233 	0.0383 	0.1216 	0.0276 	0.0359 	0.0367 	0.0213 	0.1042 	0.0276 	0.0221 	0.0257 	0.0288 	0.1307 	0.0359 	0.0336 	0.0186 	0.0422 
0.0878 	0.0182 	0.0079 	0.0303 	0.0314 	0.1131 	0.0148 	0.0250 	0.0443 	0.0291 	0.1513 	0.0197 	0.0348 	0.0571 	0.0397 	0.1479 	0.0352 	0.0454 	0.0193 	0.0477 
0.1124 	0.0286 	0.0172 	0.0350 	0.0310 	0.1247 	0.0207 	0.0389 	0.0429 	0.0222 	0.1488 	0.0212 	0.0379 	0.0596 	0.0301 	0.1143 	0.0419 	0.0301 	0.0113 	0.0310 
0.1227 	0.0337 	0.0183 	0.0415 	0.0290 	0.1222 	0.0232 	0.0310 	0.0439 	0.0242 	0.1324 	0.0270 	0.0335 	0.0366 	0.0352 	0.1228 	0.0388 	0.0394 	0.0102 	0.0343 
0.0935 	0.0184 	0.0167 	0.0267 	0.0317 	0.0918 	0.0167 	0.0067 	0.0334 	0.0351 	0.1402 	0.0200 	0.0301 	0.0417 	0.0467 	0.1753 	0.0384 	0.0367 	0.0384 	0.0618 
0.1254 	0.0353 	0.0266 	0.0324 	0.0311 	0.1426 	0.0279 	0.0469 	0.0380 	0.0297 	0.1077 	0.0237 	0.0255 	0.0284 	0.0302 	0.1245 	0.0382 	0.0436 	0.0089 	0.0335 
0.1023 	0.0195 	0.0201 	0.0371 	0.0256 	0.1516 	0.0250 	0.0584 	0.0456 	0.0219 	0.1327 	0.0268 	0.0353 	0.0390 	0.0316 	0.1138 	0.0310 	0.0377 	0.0103 	0.0347 
0.1368 	0.0446 	0.0302 	0.0326 	0.0295 	0.1361 	0.0339 	0.0441 	0.0347 	0.0235 	0.1156 	0.0245 	0.0290 	0.0334 	0.0286 	0.1115 	0.0338 	0.0327 	0.0150 	0.0300 
0.1077 	0.0158 	0.0127 	0.0475 	0.0309 	0.0958 	0.0182 	0.0127 	0.0475 	0.0174 	0.1686 	0.0333 	0.0348 	0.0610 	0.0396 	0.1283 	0.0396 	0.0356 	0.0127 	0.0404 
0.1174 	0.0333 	0.0190 	0.0254 	0.0397 	0.0978 	0.0206 	0.0264 	0.0275 	0.0233 	0.1216 	0.0212 	0.0206 	0.0349 	0.0444 	0.1634 	0.0418 	0.0317 	0.0338 	0.0561 
0.1445 	0.0478 	0.0344 	0.0285 	0.0339 	0.1456 	0.0328 	0.0527 	0.0306 	0.0296 	0.0930 	0.0226 	0.0220 	0.0215 	0.0269 	0.1171 	0.0414 	0.0360 	0.0124 	0.0269 
0.1453 	0.0442 	0.0448 	0.0304 	0.0259 	0.1850 	0.0544 	0.0752 	0.0282 	0.0272 	0.0822 	0.0198 	0.0282 	0.0202 	0.0141 	0.0877 	0.0269 	0.0365 	0.0035 	0.0205 
0.1115 	0.0211 	0.0186 	0.0404 	0.0314 	0.1185 	0.0205 	0.0346 	0.0436 	0.0192 	0.1448 	0.0346 	0.0314 	0.0436 	0.0352 	0.1256 	0.0352 	0.0340 	0.0167 	0.0397 
0.0977 	0.0210 	0.0102 	0.0362 	0.0303 	0.1093 	0.0162 	0.0277 	0.0445 	0.0209 	0.1474 	0.0237 	0.0323 	0.0498 	0.0415 	0.1457 	0.0366 	0.0391 	0.0169 	0.0530 
0.1137 	0.0260 	0.0077 	0.0448 	0.0352 	0.0887 	0.0146 	0.0146 	0.0389 	0.0207 	0.1544 	0.0255 	0.0288 	0.0562 	0.0439 	0.1432 	0.0476 	0.0376 	0.0144 	0.0435 
